mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,target
55.10829544067383,-24.85487937927246,-5.983399391174316,-22.71360969543457,-3.333799123764038,-10.315080642700195,-13.955721855163574,-0.05426500365138054,-15.335071563720703,-10.452519416809082,-6.726759910583496,-18.600683212280273,みもりあいの
75.02131652832031,-17.177608489990234,-13.805548667907715,-17.36855125427246,2.526203155517578,-4.398558139801025,-2.256185531616211,0.9467440247535706,-13.395842552185059,-4.0709943771362305,-4.758999824523926,-15.97136116027832,みもりあいの
54.87822723388672,-40.779232025146484,-25.67997169494629,-22.657255172729492,-8.091836929321289,-14.883773803710938,-7.529038429260254,2.819681167602539,-13.288384437561035,-6.8135552406311035,-6.490595817565918,-12.344958305358887,みもりあいの
74.051025390625,-20.97382354736328,-18.651296615600586,-14.21156120300293,4.592364311218262,-7.279983997344971,-0.6432605385780334,3.5861763954162598,-15.131271362304688,-4.501091003417969,-2.2490971088409424,-13.295001983642578,みもりあいの
85.61924743652344,-17.522998809814453,-17.3067684173584,-17.644540786743164,4.127402305603027,-5.445512771606445,-0.6309252381324768,1.660452961921692,-15.7203369140625,-4.788122653961182,-0.8211618065834045,-16.61452293395996,みもりあいの
68.39461517333984,-23.78068733215332,-12.789824485778809,-18.286100387573242,0.24831771850585938,-10.440640449523926,-8.96308708190918,-0.36704424023628235,-17.54524803161621,-5.134254455566406,-5.336965560913086,-14.397756576538086,みもりあいの
51.34974670410156,-17.502397537231445,-7.826491355895996,-23.655485153198242,-4.032795429229736,-5.651693344116211,-15.845499038696289,-6.290933132171631,-12.23929214477539,-9.46615219116211,-7.166951656341553,-9.612712860107422,涼花みなせ
48.852882385253906,-4.4041242599487305,-9.363739967346191,-13.18897819519043,-1.7039861679077148,-0.3128122389316559,-4.690095901489258,3.1412720680236816,-6.587486267089844,-6.42067813873291,-2.1264734268188477,-6.734309673309326,涼花みなせ
47.02653884887695,-13.520164489746094,-9.199288368225098,-22.850496292114258,-7.466916561126709,-7.52244234085083,-15.506487846374512,-3.767852783203125,-13.40096378326416,-9.777048110961914,-6.697822570800781,-9.336068153381348,涼花みなせ
66.0365982055664,-5.791308403015137,-10.528931617736816,-9.836526870727539,-0.2973001301288605,-1.641664743423462,-4.352510452270508,-0.6810263991355896,-7.415071487426758,-6.432845592498779,-2.2243313789367676,-9.777961730957031,涼花みなせ
51.255287170410156,-15.65768051147461,-10.32771110534668,-21.085254669189453,-3.1956043243408203,-4.239776611328125,-15.859660148620605,-6.580311298370361,-11.859430313110352,-8.588656425476074,-6.56756591796875,-9.676416397094727,涼花みなせ
68.7724380493164,-8.404314994812012,-10.335553169250488,-12.439940452575684,0.3464190661907196,-1.30437171459198,-4.812801361083984,1.726073145866394,-8.357810020446777,-5.823828220367432,-1.9775446653366089,-8.021256446838379,涼花みなせ
38.723838806152344,-7.179610729217529,-8.529338836669922,-15.180832862854004,-4.865561008453369,-2.4234209060668945,-9.441011428833008,-3.715102434158325,-7.789041996002197,-5.035794258117676,-4.958625793457031,-6.379556179046631,涼花みなせ
